sentence,entities,finishment,api_result
In a statement Saturday Chinese Foreign Ministry spokesman Liu Jianchao accused the U.S. body of attempting to interfere with Chinese internal affairs under the guise of religious freedom .,"[['Saturday', (6354, 6354), 'tim'], ['Chinese', (6355, 6355), 'gpe'], ['Foreign Ministry', (6356, 6357), 'org'], ['Liu Jianchao', (6359, 6360), 'per'], ['U.S.', (6363, 6363), 'gpe'], ['Chinese', (6370, 6370), 'gpe']]",0,"[['Saturday', (6354, 6354), 'tim'], ['Chinese', (6355, 6355), 'gpe'], ['Foreign Ministry', (6356, 6357), 'org'], ['Liu Jianchao', (6359, 6360), 'per'], ['U.S.', (6363, 6363), 'gpe'], ['Chinese', (6370, 6370), 'gpe']]"
He said such criticism runs counter to the good development of U.S - China relations .,"[['U.S', (6391, 6391), 'gpe'], ['China', (6393, 6393), 'gpe']]",0,"[['U.S', (6391, 6391), 'gpe'], ['China', (6393, 6393), 'gpe']]"
"Liu said China protects the religious freedom of Chinese citizens according to law , and that citizens enjoy full freedom of religion .","[['Liu', (6396, 6396), 'per'], ['China', (6398, 6398), 'gpe'], ['Chinese', (6404, 6404), 'gpe']]",0,"[['Liu', (6396, 6396), 'per'], ['China', (6398, 6398), 'gpe'], ['Chinese', (6404, 6404), 'gpe']]"
"China 's communist government allows worship only in state-approved and state-monitored churches , temples and mosques .","[['China', (6419, 6419), 'gpe']]",0,"[['China', (6419, 6419), 'gpe']]"
People who worship in unauthorized ways are subject to arrest .,[],0,[]
"President Bush has issued 14 pardons to convicted criminals , and has commuted the prison sentences of two others .","[['President Bush', (6447, 6448), 'per']]",0,"[['President Bush', (6447, 6448), 'per']]"
"The pardons , announced Monday , include no high-profile names .","[['Monday', (6471, 6471), 'tim']]",0,"[['Monday', (6471, 6471), 'tim']]"
"They were for people convicted of such acts as bank embezzlement , making FALSE statements to the federal government , unlawfully killing wildlife , and committing drug offenses .",[],0,[]
"Including Monday 's actions , Mr. Bush has granted 171 pardons and commuted eight sentences while U.S. president .","[['Monday', (6508, 6508), 'tim'], ['Mr. Bush', (6512, 6513), 'per'], ['U.S.', (6523, 6523), 'gpe']]",0,"[['Monday', (6508, 6508), 'tim'], ['Mr. Bush', (6512, 6513), 'per'], ['U.S.', (6523, 6523), 'gpe']]"
"Pardons are one of the president 's absolute powers , and in recent years it has become typical for the president to issue pardons as he prepares to leave office .",[],0,[]
"White House officials say he made the pardon decisions on a case-by-case basis , and will continue to review clemency requests .","[['White House', (6557, 6558), 'org']]",0,"[['White House', (6557, 6558), 'org']]"
Uganda 's government and rebels of the Lord 's Resistance Army are nearing a peace deal to end more than 20 years of conflict .,"[['Uganda', (6579, 6579), 'gpe'], [""Lord 's Resistance Army"", (6586, 6589), 'org']]",0,"[['Uganda', (6579, 6579), 'gpe'], [""Lord 's Resistance Army"", (6586, 6589), 'org']]"
Officials close to the negotiations say an accord signed Friday provides for the disarmament and demobilization of the LRA .,"[['Friday', (6613, 6613), 'tim'], ['LRA', (6622, 6622), 'org']]",0,"[['Friday', (6613, 6613), 'tim'], ['LRA', (6622, 6622), 'org']]"
The two sides signed a permanent cease-fire agreement last Saturday during peace talks in Sudan .,"[['Saturday', (6633, 6633), 'tim'], ['Sudan', (6638, 6638), 'geo']]",0,"[['Saturday', (6633, 6633), 'tim'], ['Sudan', (6638, 6638), 'geo']]"
"However , there is still uncertainty the rebels will sign the final peace deal until rebel leader Joseph Kony is granted immunity from international prosecution .","[['Joseph Kony', (6657, 6658), 'per']]",0,"[['Joseph Kony', (6657, 6658), 'per']]"
Kony is one of five LRA officials sought by the International Criminal Court for alleged war crimes .,"[['Kony', (6666, 6666), 'per'], ['LRA', (6671, 6671), 'org'], ['International Criminal Court', (6676, 6678), 'org']]",0,"[['Kony', (6666, 6666), 'per'], ['LRA', (6671, 6671), 'org'], ['International Criminal Court', (6676, 6678), 'org']]"
LRA fighters are accused of murdering thousands of civilians and raping and mutilating others during the long insurgency in northern Uganda .,"[['LRA', (6684, 6684), 'org'], ['Uganda', (6704, 6704), 'geo']]",0,"[['LRA', (6684, 6684), 'org'], ['Uganda', (6704, 6704), 'geo']]"
World number one men 's tennis player Roger Federer has been nearly unbeatable in the past year .,"[['Roger Federer', (6713, 6714), 'per']]",0,"[['Roger Federer', (6713, 6714), 'per']]"
But his warmup for the Australian Open has abruptly ended with a rare loss .,"[['Australian Open', (6729, 6730), 'eve']]",0,"[['Australian Open', (6729, 6730), 'eve']]"
The Swiss star was upset Wednesday by German Tommy Haas in the opening match of the Kooyong Classic in Melbourne .,"[['Swiss', (6740, 6740), 'gpe'], ['Wednesday', (6744, 6744), 'tim'], ['German', (6746, 6746), 'gpe'], ['Tommy Haas', (6747, 6748), 'per'], ['Kooyong Classic', (6755, 6756), 'eve'], ['Melbourne', (6758, 6758), 'geo']]",0,"[['Swiss', (6740, 6740), 'gpe'], ['Wednesday', (6744, 6744), 'tim'], ['German', (6746, 6746), 'gpe'], ['Tommy Haas', (6747, 6748), 'per'], ['Kooyong Classic', (6755, 6756), 'eve'], ['Melbourne', (6758, 6758), 'geo']]"
"Because he was playing in exhibition tournament , the loss will not count on his Association of Tennis Professionals Tour record .","[['Association of Tennis Professionals Tour', (6775, 6779), 'art']]",0,"[['Association of Tennis Professionals Tour', (6775, 6779), 'art']]"
"The 41st ranked Haas fended off three break points while serving for the match and closed a 03-Jun , 06-Apr , 06-Apr win with an ace .","[['Haas', (6785, 6785), 'per']]",0,"[['Haas', (6785, 6785), 'per']]"
"Federer said he is completely healthy and has no concerns that the ankle problem that curtailed his last season would flare up before the Australian Open , which starts Monday .","[['Federer', (6809, 6809), 'per'], ['Australian Open', (6833, 6834), 'eve'], ['Monday', (6838, 6838), 'tim']]",0,"[['Federer', (6809, 6809), 'per'], ['Australian Open', (6833, 6834), 'eve'], ['Monday', (6838, 6838), 'tim']]"
The European Space Agency says it has received the first images and scientific readings from the surface of Saturn 's moon Titan .,"[['European Space Agency', (6841, 6843), 'org'], ['Saturn', (6858, 6858), 'geo'], ['Titan', (6861, 6861), 'geo']]",0,"[['European Space Agency', (6841, 6843), 'org'], ['Saturn', (6858, 6858), 'geo'], ['Titan', (6861, 6861), 'geo']]"
Officials at agency headquarters in Germany Friday say information taken from the Huygens space probe show what looks like drainage channels on the moon .,"[['Germany', (6868, 6868), 'geo'], ['Friday', (6869, 6869), 'tim'], ['Huygens', (6875, 6875), 'art']]",0,"[['Germany', (6868, 6868), 'geo'], ['Friday', (6869, 6869), 'tim'], ['Huygens', (6875, 6875), 'art']]"
They say the surface has canyons that were most likely caused by some type of liquid .,[],0,[]
The space probe began transmitting data to the Cassini spacecraft while landing on Saturn 's largest moon earlier Friday .,"[['Cassini', (6913, 6913), 'art'], ['Saturn', (6918, 6918), 'geo'], ['Friday', (6923, 6923), 'tim']]",0,"[['Cassini', (6913, 6913), 'art'], ['Saturn', (6918, 6918), 'geo'], ['Friday', (6923, 6923), 'tim']]"
"Scientists say the information from Huygens - operated jointly by the American , European and Italian space agencies - may provide clues about how primitive Earth evolved into a life-bearing planet .","[['Huygens', (6930, 6930), 'art'], ['American', (6936, 6936), 'gpe'], ['European', (6938, 6938), 'geo'], ['Italian', (6940, 6940), 'gpe'], ['Earth', (6950, 6950), 'geo']]",0,"[['Huygens', (6930, 6930), 'art'], ['American', (6936, 6936), 'gpe'], ['European', (6938, 6938), 'geo'], ['Italian', (6940, 6940), 'gpe'], ['Earth', (6950, 6950), 'geo']]"
"Ugandan opposition leader Kizza Besigye has been released on bail , after a judge ruled his detention by the military was illegal .","[['Ugandan', (6957, 6957), 'gpe'], ['Kizza Besigye', (6960, 6961), 'per']]",0,"[['Ugandan', (6957, 6957), 'gpe'], ['Kizza Besigye', (6960, 6961), 'per']]"
Police fired tear gas to disperse hundreds of Dr. Besigye 's supporters who took to the streets in Kampala after his release Monday .,"[['Dr. Besigye', (6988, 6989), 'per'], ['Kampala', (6998, 6998), 'geo'], ['Monday', (7002, 7002), 'tim']]",0,"[['Dr. Besigye', (6988, 6989), 'per'], ['Kampala', (6998, 6998), 'geo'], ['Monday', (7002, 7002), 'tim']]"
"Uganda 's military had detained Dr. Besigye since November , when he returned from self-imposed exile to run against President Yoweri Museveni in next month 's presidential election .","[['Uganda', (7004, 7004), 'gpe'], ['Dr. Besigye', (7009, 7010), 'per'], ['November', (7012, 7012), 'tim'], ['President Yoweri Museveni', (7023, 7025), 'per']]",0,"[['Uganda', (7004, 7004), 'gpe'], ['Dr. Besigye', (7009, 7010), 'per'], ['November', (7012, 7012), 'tim'], ['President Yoweri Museveni', (7023, 7025), 'per']]"
A military tribunal has charged Dr. Besigye with terrorism and possessing illegal weapons .,"[['Dr. Besigye', (7038, 7039), 'per']]",0,"[['Dr. Besigye', (7038, 7039), 'per']]"
"But a Ugandan High Court Judge , John Bosco Katutsi , said his detention was illegal because the High Court had suspended the military trial .","[['Ugandan', (7049, 7049), 'gpe'], ['High Court', (7050, 7051), 'org'], ['John Bosco Katutsi', (7054, 7056), 'per'], ['High Court', (7065, 7066), 'org']]",0,"[['Ugandan', (7049, 7049), 'gpe'], ['High Court', (7050, 7051), 'org'], ['John Bosco Katutsi', (7054, 7056), 'per'], ['High Court', (7065, 7066), 'org']]"
"Dr. Besigye still faces rape charges , for which a civilian trial began Monday .","[['Dr. Besigye', (7073, 7074), 'per'], ['Monday', (7086, 7086), 'tim']]",0,"[['Dr. Besigye', (7073, 7074), 'per'], ['Monday', (7086, 7086), 'tim']]"
"He has denied all the charges , which supporters say were trumped up to keep him from running for president .",[],0,[]
U.S. President Barack Obama says improvements in the American health care system are inevitable .,"[['U.S.', (7109, 7109), 'gpe'], ['President Barack Obama', (7110, 7112), 'per'], ['American', (7117, 7117), 'gpe']]",0,"[['U.S.', (7109, 7109), 'gpe'], ['President Barack Obama', (7110, 7112), 'per'], ['American', (7117, 7117), 'gpe']]"
"Mr. Obama made his comments in the White House Rose Garden Monday as he nominated an African-American woman , Regina Benjamin , to become the U.S. Surgeon General .","[['Mr. Obama', (7124, 7125), 'per'], ['White House Rose Garden', (7131, 7134), 'art'], ['Monday', (7135, 7135), 'tim'], ['African-American', (7140, 7140), 'gpe'], ['Regina Benjamin', (7143, 7144), 'per'], ['U.S.', (7149, 7149), 'gpe'], ['Surgeon General', (7150, 7151), 'per']]",0,"[['Mr. Obama', (7124, 7125), 'per'], ['White House Rose Garden', (7131, 7134), 'art'], ['Monday', (7135, 7135), 'tim'], ['African-American', (7140, 7140), 'gpe'], ['Regina Benjamin', (7143, 7144), 'per'], ['U.S.', (7149, 7149), 'gpe'], ['Surgeon General', (7150, 7151), 'per']]"
"The president said "" naysayers and cynics "" should not bet against the passage of health insurance legislation .",[],0,[]
He also said inaction on the issue is not an option .,[],0,[]
Mr. Obama has vowed to sign a health care bill into law this year .,"[['Mr. Obama', (7184, 7185), 'per']]",0,"[['Mr. Obama', (7184, 7185), 'per']]"
Democrats in the House of Representatives say they are nearly ready to unveil their health care reform plan .,"[['Democrats', (7199, 7199), 'org'], ['House of Representatives', (7202, 7204), 'org']]",0,"[['Democrats', (7199, 7199), 'org'], ['House of Representatives', (7202, 7204), 'org']]"
Controversy over extending health coverage to uninsured Americans centers on how to pay for it .,"[['Americans', (7225, 7225), 'gpe']]",0,"[['Americans', (7225, 7225), 'gpe']]"
It is expected to cost $ 1 trillion over 10 years .,[],0,[]
World Bank member nations meeting in Washington have approved a debt relief plan for 17 African and Latin American countries that could total $ 37 billion over 40 years .,"[['World Bank', (7246, 7247), 'org'], ['Washington', (7252, 7252), 'geo'], ['African', (7261, 7261), 'gpe'], ['Latin American', (7263, 7264), 'gpe']]",0,"[['World Bank', (7246, 7247), 'org'], ['Washington', (7252, 7252), 'geo'], ['African', (7261, 7261), 'gpe'], ['Latin American', (7263, 7264), 'gpe']]"
"World Bank President Paul Wolfowitz said two-thirds of the bank members have now approved the plan , meaning the bank could start forgiving debts in July .","[['World Bank', (7276, 7277), 'org'], ['President Paul Wolfowitz', (7278, 7280), 'per'], ['July', (7301, 7301), 'tim']]",0,"[['World Bank', (7276, 7277), 'org'], ['President Paul Wolfowitz', (7278, 7280), 'per'], ['July', (7301, 7301), 'tim']]"
"The move follows July 's pledge from the wealthy G-8 countries to cancel the debt of the world 's poorest countries , many of which are located in Africa .","[['July', (7306, 7306), 'tim'], ['G-8', (7312, 7312), 'org'], ['Africa', (7331, 7331), 'geo']]",0,"[['July', (7306, 7306), 'tim'], ['G-8', (7312, 7312), 'org'], ['Africa', (7331, 7331), 'geo']]"
"The 17 countries now eligible for World Bank debt relief are Benin , Bolivia , Burkina Faso , Ethiopia , Ghana , Guyana , Honduras , Madagascar , Mali , Mozambique , Nicaragua , Niger , Rwanda , Senegal , Tanzania , Uganda and Zambia .","[['World Bank', (7339, 7340), 'org'], ['Benin', (7344, 7344), 'gpe'], ['Bolivia', (7346, 7346), 'gpe'], ['Burkina Faso', (7348, 7349), 'gpe'], ['Ethiopia', (7351, 7351), 'gpe'], ['Ghana', (7353, 7353), 'gpe'], ['Guyana', (7355, 7355), 'gpe'], ['Honduras', (7357, 7357), 'gpe'], ['Madagascar', (7359, 7359), 'gpe'], ['Mali', (7361, 7361), 'gpe'], ['Mozambique', (7363, 7363), 'gpe'], ['Nicaragua', (7365, 7365), 'gpe'], ['Niger', (7367, 7367), 'gpe'], ['Rwanda', (7369, 7369), 'gpe'], ['Senegal', (7371, 7371), 'gpe'], ['Tanzania', (7373, 7373), 'gpe'], ['Uganda', (7375, 7375), 'gpe'], ['Zambia', (7377, 7377), 'gpe']]",0,"[['World Bank', (7339, 7340), 'org'], ['Benin', (7344, 7344), 'gpe'], ['Bolivia', (7346, 7346), 'gpe'], ['Burkina Faso', (7348, 7349), 'gpe'], ['Ethiopia', (7351, 7351), 'gpe'], ['Ghana', (7353, 7353), 'gpe'], ['Guyana', (7355, 7355), 'gpe'], ['Honduras', (7357, 7357), 'gpe'], ['Madagascar', (7359, 7359), 'gpe'], ['Mali', (7361, 7361), 'gpe'], ['Mozambique', (7363, 7363), 'gpe'], ['Nicaragua', (7365, 7365), 'gpe'], ['Niger', (7367, 7367), 'gpe'], ['Rwanda', (7369, 7369), 'gpe'], ['Senegal', (7371, 7371), 'gpe'], ['Tanzania', (7373, 7373), 'gpe'], ['Uganda', (7375, 7375), 'gpe'], ['Zambia', (7377, 7377), 'gpe']]"
Iran has closed government offices and schools in Tehran for two days because of wind-blown dust that has polluted the capital .,"[['Iran', (7379, 7379), 'gpe'], ['Tehran', (7387, 7387), 'geo']]",0,"[['Iran', (7379, 7379), 'gpe'], ['Tehran', (7387, 7387), 'geo']]"
"Government authorities have declared Tuesday and Wednesday a public holiday , and Iranian media say many domestic airline flights have been canceled .","[['Tuesday', (7405, 7405), 'tim'], ['Wednesday', (7407, 7407), 'tim'], ['Iranian', (7413, 7413), 'gpe']]",0,"[['Tuesday', (7405, 7405), 'tim'], ['Wednesday', (7407, 7407), 'tim'], ['Iranian', (7413, 7413), 'gpe']]"
Medical authorities are advising people with heart and respiratory problems to stay inside .,[],0,[]
Iran 's Press TV says Tehran 's Air Quality Control Company has found the amount of potentially harmful particulate in the air has reached dangerous levels .,"[['Iran', (7438, 7438), 'gpe'], ['Press TV', (7440, 7441), 'org'], ['Tehran', (7443, 7443), 'geo'], ['Air Quality Control Company', (7445, 7448), 'org']]",0,"[['Iran', (7438, 7438), 'gpe'], ['Press TV', (7440, 7441), 'org'], ['Tehran', (7443, 7443), 'geo'], ['Air Quality Control Company', (7445, 7448), 'org']]"
"The dust has blown in from Saudi Arabia and neighboring Iraq , where a severe sandstorm recently blanketed the capital , Baghdad .","[['Saudi Arabia', (7471, 7472), 'geo'], ['Iraq', (7475, 7475), 'geo'], ['Baghdad', (7486, 7486), 'geo']]",0,"[['Saudi Arabia', (7471, 7472), 'geo'], ['Iraq', (7475, 7475), 'geo'], ['Baghdad', (7486, 7486), 'geo']]"
"Sandstorms can be caused by heavy winds blowing across deserts , or across land that has lost its fertile top soil and greenery .",[],0,[]
Shortly before midnight a suicide bomber blew himself up in a crowd of young Israelis waiting to get into a beachfront nightclub in Tel Aviv .,"[['midnight', (7514, 7514), 'tim'], ['Israelis', (7526, 7526), 'gpe'], ['Tel Aviv', (7535, 7536), 'geo']]",0,"[['midnight', (7514, 7514), 'tim'], ['Israelis', (7526, 7526), 'gpe'], ['Tel Aviv', (7535, 7536), 'geo']]"
Israeli police say the bomber was spotted and prevented from entering the club .,"[['Israeli', (7538, 7538), 'gpe']]",0,"[['Israeli', (7538, 7538), 'gpe']]"
They say if he had gotten inside the carnage would have been even worse .,[],0,[]
It is unclear who was behind the attack with major Palestinian militant groups saying they had nothing to do with it .,"[['Palestinian', (7577, 7577), 'gpe']]",0,"[['Palestinian', (7577, 7577), 'gpe']]"
"A statement released by Palestinian President Mahmoud Abbas in Ramallah vowed to track down and punish those responsible , saying this was an attempt to sabotage the peace process .","[['Palestinian', (7593, 7593), 'gpe'], ['President Mahmoud Abbas', (7594, 7596), 'per'], ['Ramallah', (7598, 7598), 'geo']]",0,"[['Palestinian', (7593, 7593), 'gpe'], ['President Mahmoud Abbas', (7594, 7596), 'per'], ['Ramallah', (7598, 7598), 'geo']]"
The bombing shatters weeks of calm after Mr. Abbas declared a truce during a summit with Israeli Prime Minister Ariel Sharon in Egypt earlier this month .,"[['Mr. Abbas', (7626, 7627), 'per'], ['Israeli', (7635, 7635), 'gpe'], ['Prime Minister Ariel Sharon', (7636, 7639), 'per'], ['Egypt', (7641, 7641), 'geo']]",0,"[['Mr. Abbas', (7626, 7627), 'per'], ['Israeli', (7635, 7635), 'gpe'], ['Prime Minister Ariel Sharon', (7636, 7639), 'per'], ['Egypt', (7641, 7641), 'geo']]"
