Sentence,Original_Entity,Predicted_Entity
She stops in Britain before returning home .,"['Britain', (39503, 39503), 'LOC']","['Britain', 13, 'GPE']"
Tibetan leader cancels foreign travel .,"['Tibetan', (76544, 76544), 'GPE']","['Tibetan', 0, 'NORP']"
Ugandan Lord 's Resistance Army rebels are seeking a 12-month suspension in the arrest warrants against their leaders issued by the International Criminal Court .,"['Ugandan', (10579, 10579), 'GPE']","['Ugandan', 0, 'NORP']"
Deposed Honduran President Manuel Zelaya has given the de~facto government until Monday to consider his counter-proposal for ending the country 's political crisis .,"['Honduran', (48211, 48211), 'GPE']","['Honduran', 8, 'NORP']"
"A statement released by Palestinian President Mahmoud Abbas in Ramallah vowed to track down and punish those responsible , saying this was an attempt to sabotage the peace process .","['Palestinian', (7593, 7593), 'GPE']","['Palestinian', 24, 'NORP']"
"A statement released by Palestinian President Mahmoud Abbas in Ramallah vowed to track down and punish those responsible , saying this was an attempt to sabotage the peace process .","['Ramallah', (7598, 7598), 'LOC']","['Ramallah', 63, 'GPE']"
Iran says it provides only moral and diplomatic support for the Shi'ite Islamic group .,"[""Shi'ite Islamic"", (120312, 120313), 'ORG']","[""Shi'ite Islamic"", 64, 'NORP']"
Chief inspector Olli Heinonen said Wednesday that he and two colleagues achieved what they wanted from their first trip to Syria as part of the investigation .,"['Syria', (32907, 32907), 'LOC']","['Syria', 123, 'GPE']"
"The chairman of the alliance , Mirwaiz Umar Farooq , says he intends to tell General Musharraf that the Kashmir dispute can not be solved without the inclusion of Kashmiris .","['Mirwaiz Umar Farooq', (111973, 111975), 'ORG']","['Mirwaiz Umar Farooq', 31, 'PERSON']"
"The chairman of the alliance , Mirwaiz Umar Farooq , says he intends to tell General Musharraf that the Kashmir dispute can not be solved without the inclusion of Kashmiris .","['Kashmir', (111986, 111986), 'ORG']","['Kashmir', 104, 'LOC']"
"The chairman of the alliance , Mirwaiz Umar Farooq , says he intends to tell General Musharraf that the Kashmir dispute can not be solved without the inclusion of Kashmiris .","['Kashmiris', (111996, 111996), 'LOC']","['Kashmiris', 163, 'NORP']"
The Good Friday peace accord halted decades of sectarian violence in the British province .,"['British', (148535, 148535), 'GPE']","['British', 73, 'NORP']"
Russian officials say they will send a naval task force to the Caribbean later this year for possible joint exercises with Venezuelan forces .,"['Russian', (108289, 108289), 'GPE']","['Russian', 0, 'NORP']"
Russian officials say they will send a naval task force to the Caribbean later this year for possible joint exercises with Venezuelan forces .,"['Venezuelan', (108310, 108310), 'GPE']","['Venezuelan', 123, 'NORP']"
"Such a move would reduce demand for dollars , and further weaken the U.S. currency .","['U.S.', (138769, 138769), 'LOC']","['U.S.', 69, 'GPE']"
"The boy , of Iraqi descent , says he went to the war-torn country to pursue his interest in news reporting , cultivated in a high school journalism class .","['Iraqi', (57688, 57688), 'GPE']","['Iraqi', 13, 'NORP']"
Iraqi President Jalal Talabani says in a statement he does not intend to seek re-election when his term expires at the end of the year .,"['Iraqi', (48703, 48703), 'GPE']","['Iraqi', 0, 'NORP']"
The United Nations Security Council on Thursday unanimously agreed to extend the U.N. mission in Afghanistan for another year .,"['U.N.', (129011, 129011), 'LOC']","['U.N.', 81, 'ORG']"
The United Nations Security Council on Thursday unanimously agreed to extend the U.N. mission in Afghanistan for another year .,"['Afghanistan', (129014, 129014), 'LOC']","['Afghanistan', 97, 'GPE']"
Mr. Sassou-Nguesso was named AU president last week after Sudan 's bid to head the 53-nation block failed because of concerns over its human rights record .,"['Sudan', (44781, 44781), 'DATE']","['Sudan', 58, 'GPE']"
"Turkey has stepped up military operations this year against PKK rebels , both inside Turkey and in northern Iraq .","['Turkey', (180555, 180555), 'ORG']","['Turkey', 0, 'GPE']"
"Turkey has stepped up military operations this year against PKK rebels , both inside Turkey and in northern Iraq .","['Turkey', (180569, 180569), 'LOC']","['Turkey', 0, 'GPE']"
"Turkey has stepped up military operations this year against PKK rebels , both inside Turkey and in northern Iraq .","['Iraq', (180573, 180573), 'LOC']","['Iraq', 108, 'GPE']"
Air France chief executive Jean-Cyril Spinetta has offered to hold immediate negotiations with the labor unions to avert further strike action .,"['Air France', (158148, 158149), 'LOC']","['Air France', 0, 'ORG']"
The Venezuelan information ministry has dismissed criticism by the Organization of American States of proposed media legislation being debated in the Venezuelan Congress .,"['Venezuelan', (152873, 152873), 'GPE']","['Venezuelan', 4, 'NORP']"
The Venezuelan information ministry has dismissed criticism by the Organization of American States of proposed media legislation being debated in the Venezuelan Congress .,"['Venezuelan', (152893, 152893), 'GPE']","['Venezuelan', 4, 'NORP']"
The United States has claimed the final quarterfinal slot in the men 's Olympic ice hockey tournament at the Turin Games in Italy .,"['Italy', (162672, 162672), 'LOC']","['Italy', 124, 'GPE']"
"The measure designates Albania , Croatia , Georgia , Macedonia and Ukraine as eligible to receive financial assistance as they pursue NATO membership .","['Albania', (24480, 24480), 'ORG']","['Albania', 23, 'GPE']"
"The measure designates Albania , Croatia , Georgia , Macedonia and Ukraine as eligible to receive financial assistance as they pursue NATO membership .","['Croatia', (24482, 24482), 'ORG']","['Croatia', 33, 'GPE']"
"The measure designates Albania , Croatia , Georgia , Macedonia and Ukraine as eligible to receive financial assistance as they pursue NATO membership .","['Georgia', (24484, 24484), 'ORG']","['Georgia', 43, 'GPE']"
"The measure designates Albania , Croatia , Georgia , Macedonia and Ukraine as eligible to receive financial assistance as they pursue NATO membership .","['Macedonia', (24486, 24486), 'ORG']","['Macedonia', 53, 'GPE']"
"The measure designates Albania , Croatia , Georgia , Macedonia and Ukraine as eligible to receive financial assistance as they pursue NATO membership .","['Ukraine', (24488, 24488), 'ORG']","['Ukraine', 67, 'GPE']"
Venezuela has some of the world 's largest oil reserves and is trying to increase its fuel shipments to China .,"['Venezuela', (137952, 137952), 'LOC']","['Venezuela', 0, 'GPE']"
Venezuela has some of the world 's largest oil reserves and is trying to increase its fuel shipments to China .,"['China', (137971, 137971), 'LOC']","['China', 104, 'GPE']"
"Ukrainian authorities are currently preparing for a summit Monday of leaders from another grouping of former Soviet republics known as GUAM , a group that brings together Georgia , Ukraine , Azerbaijan and Moldova .","['Ukrainian', (39704, 39704), 'GPE']","['Ukrainian', 0, 'NORP']"
"Ukrainian authorities are currently preparing for a summit Monday of leaders from another grouping of former Soviet republics known as GUAM , a group that brings together Georgia , Ukraine , Azerbaijan and Moldova .","['Georgia', (39731, 39731), 'LOC']","['Georgia', 171, 'GPE']"
"Ukrainian authorities are currently preparing for a summit Monday of leaders from another grouping of former Soviet republics known as GUAM , a group that brings together Georgia , Ukraine , Azerbaijan and Moldova .","['Ukraine', (39733, 39733), 'LOC']","['Ukraine', 181, 'GPE']"
"Ukrainian authorities are currently preparing for a summit Monday of leaders from another grouping of former Soviet republics known as GUAM , a group that brings together Georgia , Ukraine , Azerbaijan and Moldova .","['Azerbaijan', (39735, 39735), 'LOC']","['Azerbaijan', 191, 'GPE']"
"Ukrainian authorities are currently preparing for a summit Monday of leaders from another grouping of former Soviet republics known as GUAM , a group that brings together Georgia , Ukraine , Azerbaijan and Moldova .","['Moldova', (39737, 39737), 'LOC']","['Moldova', 206, 'GPE']"
The ousted Iraqi dictator and the seven co-defendants are on trial for the 1982 killing of more than 140 Iraqi Shi'ites in the village of Dujail .,"['Iraqi', (75049, 75049), 'GPE']","['Iraqi', 11, 'NORP']"
The ousted Iraqi dictator and the seven co-defendants are on trial for the 1982 killing of more than 140 Iraqi Shi'ites in the village of Dujail .,"['Iraqi', (75066, 75066), 'GPE']","['Iraqi', 11, 'NORP']"
The ousted Iraqi dictator and the seven co-defendants are on trial for the 1982 killing of more than 140 Iraqi Shi'ites in the village of Dujail .,"['Dujail', (75072, 75072), 'LOC']","['Dujail', 138, 'GPE']"
"An official with Canada 's spy agency has said that potential terrorists already reside inside the country , and that some have been schooled in al-Qaida training camps .","['Canada', (64209, 64209), 'LOC']","['Canada', 17, 'GPE']"
Brazilian Foreign Minister Celso Amorim made the comments Thursday in response to published reports that Hamas - the Islamic group that won last month 's Palestinian elections - would seek financial and political support from Brazil .,"['Brazilian', (181356, 181356), 'GPE']","['Brazilian', 0, 'NORP']"
Brazilian Foreign Minister Celso Amorim made the comments Thursday in response to published reports that Hamas - the Islamic group that won last month 's Palestinian elections - would seek financial and political support from Brazil .,"['Palestinian', (181381, 181381), 'GPE']","['Palestinian', 154, 'NORP']"
Brazilian Foreign Minister Celso Amorim made the comments Thursday in response to published reports that Hamas - the Islamic group that won last month 's Palestinian elections - would seek financial and political support from Brazil .,"['Brazil', (181391, 181391), 'LOC']","['Brazil', 226, 'GPE']"
"Katrina was a Category Three storm , on a scale that reaches a devastating Category Five .","['Katrina', (133700, 133700), 'nat']","['Katrina', 0, 'EVENT']"
"Following the July 7 bus and subway bombings in London , Denmark , an American ally in Iraq , has also been identified as a terrorist target .","['London', (99135, 99135), 'LOC']","['London', 48, 'GPE']"
"Following the July 7 bus and subway bombings in London , Denmark , an American ally in Iraq , has also been identified as a terrorist target .","['Denmark', (99137, 99137), 'LOC']","['Denmark', 57, 'GPE']"
"Following the July 7 bus and subway bombings in London , Denmark , an American ally in Iraq , has also been identified as a terrorist target .","['American', (99140, 99140), 'GPE']","['American', 70, 'NORP']"
"Following the July 7 bus and subway bombings in London , Denmark , an American ally in Iraq , has also been identified as a terrorist target .","['Iraq', (99143, 99143), 'LOC']","['Iraq', 87, 'GPE']"
Sudan says Western governments and media have exaggerated the scale of the conflict .,"['Sudan', (110949, 110949), 'LOC']","['Sudan', 0, 'PERSON']"
Sudan says Western governments and media have exaggerated the scale of the conflict .,"['Western', (110951, 110951), 'LOC']","['Western', 11, 'NORP']"
The evolving economic integration of the EU nations is changing the environment under which Guernsey operates .,"['Guernsey', (114349, 114349), 'LOC']","['Guernsey', 92, 'GPE']"
"Last month , Colombia rejected an initial request by Venezuela to create a demilitarized zone for the meeting .","['Colombia', (149330, 149330), 'LOC']","['Colombia', 13, 'GPE']"
"Last month , Colombia rejected an initial request by Venezuela to create a demilitarized zone for the meeting .","['Venezuela', (149336, 149336), 'LOC']","['Venezuela', 53, 'GPE']"
"The Jamaican economy is heavily dependent on services , which now account for more than 60 % of GDP .","['Jamaican', (114353, 114353), 'GPE']","['Jamaican', 4, 'NORP']"
"Iraq 's parliament has approved six new government ministers , including four from the country 's Sunni minority which held power under Saddam Hussein .","['Sunni', (11689, 11689), 'ORG']","['Sunni', 98, 'NORP']"
"In the deadliest attack , an air strike on a car killed at least four Islamic Jihad militants in the northern Gaza Strip .","['Gaza Strip', (88804, 88805), 'LOC']","['Gaza Strip', 110, 'GPE']"
The government of neighboring Pakistan has called for an inquiry into the matter .,"['Pakistan', (89715, 89715), 'LOC']","['Pakistan', 30, 'GPE']"
"An independent kingdom for much of its long history , Korea was occupied by Japan beginning in 1905 following the Russo-Japanese War .","['Korea', (70475, 70475), 'LOC']","['Korea', 54, 'GPE']"
